,tweet_id,timestamp,text,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo
1086,738166403467907072,2016-06-02,This is Axel. He's a professional leaf catcher. 12/10 gifted af ,"https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1",12,10,Axel,None,None,None,None
1087,738156290900254721,2016-06-01,This is Storkson. He's wet and sad. 10/10 cheer up pup ,https://twitter.com/dog_rates/status/738156290900254721/photo/1,10,10,Storkson,None,None,None,None
1088,737826014890496000,2016-06-01,This is Remy. He has some long ass ears (probably magical). Also very proud of broken stick. 10/10 such a good boy ,"https://twitter.com/dog_rates/status/737826014890496000/photo/1,https://twitter.com/dog_rates/status/737826014890496000/photo/1",10,10,Remy,None,None,None,None
1089,737800304142471168,2016-06-01,This is Bella. She's ubering home after a few too many drinks. 10/10 socially conscious af ,https://twitter.com/dog_rates/status/737800304142471168/photo/1,10,10,Bella,None,None,None,None
1092,737322739594330112,2016-05-30,Say hello to Lily. She's not injured or anything. Just wants everyone to hear her. 9/10 clever af ,https://twitter.com/dog_rates/status/737322739594330112/photo/1,9,10,Lily,None,None,None,None
1094,736736130620620800,2016-05-29,This is Chadrick. He's gnarly af 13/10 ,https://twitter.com/dog_rates/status/736736130620620800/photo/1,13,10,Chadrick,None,None,None,None
1096,736365877722001409,2016-05-28,This is Rory. He's extremely impatient. 11/10 settle down pupper ,"https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1",11,10,Rory,None,None,pupper,None
1099,735991953473572864,2016-05-27,This is Maxaroni. He's curly af. Also rather fabulous. 11/10 would hug well ,"https://twitter.com/dog_rates/status/735991953473572864/photo/1,https://twitter.com/dog_rates/status/735991953473572864/photo/1,https://twitter.com/dog_rates/status/735991953473572864/photo/1",11,10,Maxaroni,None,None,None,None
1101,735635087207878657,2016-05-26,This is Dakota. He hasn't grow into his skin yet. 11/10 would squeeze softly ,"https://twitter.com/dog_rates/status/735635087207878657/photo/1,https://twitter.com/dog_rates/status/735635087207878657/photo/1",11,10,Dakota,None,None,None,None
1103,735256018284875776,2016-05-24,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo ,https://twitter.com/dog_rates/status/735256018284875776/photo/1,8,10,Kellogg,doggo,None,None,None
1104,735137028879360001,2016-05-24,Meet Buckley. His family &amp; some neighbors came over to watch him perform but he's nervous af. 9/10 u got this pupper ,https://twitter.com/dog_rates/status/735137028879360001/photo/1,9,10,Buckley,None,None,pupper,None
1105,734912297295085568,2016-05-24,This is Jax. He's a literal fluffball. Sneaky tongue slip. 10/10 would pet nonstop ,https://twitter.com/dog_rates/status/734912297295085568/photo/1,10,10,Jax,None,None,None,None
1107,734776360183431168,2016-05-23,This is Livvie. Someone should tell her it's been 47 years since Woodstock. Magical eyes tho 11/10 would stare into ,https://twitter.com/dog_rates/status/734776360183431168/photo/1,11,10,Livvie,None,None,None,None
1109,733828123016450049,2016-05-21,This is Terry. The harder you hug him the farther his tongue sticks out. 10/10 magical af ,"https://twitter.com/dog_rates/status/733828123016450049/photo/1,https://twitter.com/dog_rates/status/733828123016450049/photo/1",10,10,Terry,None,None,None,None
1110,733822306246479872,2016-05-21,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently ,https://twitter.com/dog_rates/status/733822306246479872/photo/1,10,10,Moose,None,floofer,None,None
1112,733460102733135873,2016-05-20,This is Hermione. Her face is as old as time. Appears fluffy af tho. 11/10 pretty damn majestic ,https://twitter.com/dog_rates/status/733460102733135873/photo/1,11,10,Hermione,None,None,None,None
1114,732732193018155009,2016-05-18,This is Ralpher. He's an East Guinean Flop Dog. Cuddly af. 12/10 ,https://twitter.com/dog_rates/status/732732193018155009/photo/1,12,10,Ralpher,None,None,None,None
1115,732726085725589504,2016-05-18,This is Aldrick. He looks wise af. Also exceptionally fluffy. Only two legs tho (unfortunate). 11/10 would still hug ,https://twitter.com/dog_rates/status/732726085725589504/photo/1,11,10,Aldrick,None,None,None,None
1117,732375214819057664,2016-05-17,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly ,https://twitter.com/dog_rates/status/732375214819057664/photo/1,11,10,Kyle,doggo,None,None,None
1118,732005617171337216,2016-05-16,This is Larry. He has no self control. Tongue still nifty af tho 11/10 ,"https://twitter.com/dog_rates/status/732005617171337216/photo/1,https://twitter.com/dog_rates/status/732005617171337216/photo/1",11,10,Larry,None,None,None,None
1119,731285275100512256,2016-05-14,This is Solomon. He's a Beneroo Cumberflop. 12/10 would hug passionately ,https://twitter.com/dog_rates/status/731285275100512256/photo/1,12,10,Solomon,None,None,None,None
1122,730573383004487680,2016-05-12,This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper ,"https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1",10,10,Rooney,None,None,pupper,None
1123,730427201120833536,2016-05-11,This is Crystal. She's flawless. Really wants to be a frat bro. 11/10 who does she even know here? ,https://twitter.com/dog_rates/status/730427201120833536/photo/1,11,10,Crystal,None,None,None,None
1124,730211855403241472,2016-05-11,This is Ziva. She doesn't know how her collar works. 11/10 would totally fix for her ,https://twitter.com/dog_rates/status/730211855403241472/photo/1,11,10,Ziva,None,None,None,None
1125,730196704625098752,2016-05-11,This is Charles. He's camera shy. Tail longer than average. Doesn't look overwhelmingly fluffy. 6/10 would still pet ,https://twitter.com/dog_rates/status/730196704625098752/photo/1,6,10,Charles,None,None,None,None
1126,729854734790754305,2016-05-10,Say hello to Ollie. He conducts this train. He also greets you as you enter. Kind af. 11/10 would pet so firmly ,https://twitter.com/dog_rates/status/729854734790754305/photo/1,11,10,Ollie,None,None,None,None
1128,729823566028484608,2016-05-10,This is Stefan. He's a downright remarkable pup. 13/10 ,https://twitter.com/dog_rates/status/729823566028484608/photo/1,13,10,Stefan,None,None,None,None
1129,729463711119904772,2016-05-09,Meet Pupcasso. You can't afford his art. 13/10 talented af ,https://twitter.com/dog_rates/status/729463711119904772/photo/1,13,10,Pupcasso,None,None,None,None
1131,728986383096946689,2016-05-07,"This is Puff. He started out on the streets (first pic), but don't let the new smile fool you, still tough af. 11/10 ","https://twitter.com/dog_rates/status/728986383096946689/photo/1,https://twitter.com/dog_rates/status/728986383096946689/photo/1",11,10,Puff,None,None,None,None
1133,728751179681943552,2016-05-07,This is Flurpson. He can't believe it's not butter. 10/10 ,https://twitter.com/dog_rates/status/728751179681943552/photo/1,10,10,Flurpson,None,None,None,None
1134,728653952833728512,2016-05-06,This is Coleman. Somebody needs to tell him that he's sitting in chairs wrong. 8/10 ,"https://twitter.com/dog_rates/status/728653952833728512/photo/1,https://twitter.com/dog_rates/status/728653952833728512/photo/1,https://twitter.com/dog_rates/status/728653952833728512/photo/1",8,10,Coleman,None,None,None,None
1135,728409960103686147,2016-05-06,This is Wallace. He's a skater pup. He said see ya later pup. Can easily do a kick flip. Gnarly af. 10/10 v petable ,https://twitter.com/dog_rates/status/728409960103686147/photo/1,10,10,Wallace,None,None,None,None
1136,728387165835677696,2016-05-06,"This is Enchilada (yes, that's her real name). She's a Low-Cruisin Plopflopple. Very rare. Only a few left. 12/10 ",https://twitter.com/dog_rates/status/728387165835677696/photo/1,12,10,Enchilada,None,None,None,None
1137,728046963732717569,2016-05-05,This is Raymond. He controls fountains with his tongue. 11/10 pretty damn magical ,https://twitter.com/dog_rates/status/728046963732717569/photo/1,11,10,Raymond,None,None,None,None
1139,728015554473250816,2016-05-05,This is Rueben. He has reached ultimate pupper zen state. 11/10 tranquil af ,https://twitter.com/dog_rates/status/728015554473250816/photo/1,11,10,Rueben,None,None,pupper,None
1140,727685679342333952,2016-05-04,This is Cilantro. She's a Fellation Gadzooks. Eyes are super magical af. 12/10 could get lost in ,https://twitter.com/dog_rates/status/727685679342333952/photo/1,12,10,Cilantro,None,None,None,None
1145,727175381690781696,2016-05-02,This is Karll. He just wants to go kayaking. 10/10 please someone take Karll kayaking already ,"https://twitter.com/dog_rates/status/727175381690781696/photo/1,https://twitter.com/dog_rates/status/727175381690781696/photo/1",10,10,Karll,None,None,None,None
1147,726935089318363137,2016-05-02,This is Sprout. He's just precious af. 12/10 I'd do anything for Sprout ,"https://twitter.com/dog_rates/status/726935089318363137/photo/1,https://twitter.com/dog_rates/status/726935089318363137/photo/1,https://twitter.com/dog_rates/status/726935089318363137/photo/1,https://twitter.com/dog_rates/status/726935089318363137/photo/1",12,10,Sprout,None,None,None,None
1148,726887082820554753,2016-05-01,This is Blitz. He's a new dad struggling to cope mentally with the pressures of being a father. Sick shades 10/10 ,https://twitter.com/dog_rates/status/726887082820554753/photo/1,10,10,Blitz,None,None,None,None
1149,726828223124897792,2016-05-01,This is Bloop. He's a Phoenician Winnebago. Tongue is just wow. That box is all he has (tragic). 12/10 would caress ,https://twitter.com/dog_rates/status/726828223124897792/photo/1,12,10,Bloop,None,None,None,None
1151,725842289046749185,2016-04-29,This is Colby. He's currently regretting all those times he shook your hand for an extra treat. 12/10 ,https://twitter.com/dog_rates/status/725842289046749185/photo/1,12,10,Colby,None,None,None,None
1152,725786712245440512,2016-04-28,Say hello to Lillie. She's a Rutabagan Floofem. Poor pupper ate and then passed out. 11/10 relatable af ,https://twitter.com/dog_rates/status/725786712245440512/photo/1,11,10,Lillie,None,None,pupper,None
1153,725729321944506368,2016-04-28,This is Lola. She's a Butternut Splishnsplash. They are known to be ferocious af. 12/10 would absolutely still pet ,https://twitter.com/dog_rates/status/725729321944506368/photo/1,12,10,Lola,None,None,None,None
1155,724983749226668032,2016-04-26,This is Fred-Rick. He dabbles in parkour. The elevation gives him power. 12/10 hopefully visiting a mailbox near you ,https://twitter.com/dog_rates/status/724983749226668032/photo/1,12,10,Fred,None,None,None,None
1157,724405726123311104,2016-04-25,This is Ashleigh. She's having Coachella withdrawals. Didn't even go tho. 10/10 stay strong pupper ,https://twitter.com/dog_rates/status/724405726123311104/photo/1,10,10,Ashleigh,None,None,pupper,None
1158,724049859469295616,2016-04-24,This is Kreggory. He just took a look at his student debt. 10/10 can't even comprehend it ,https://twitter.com/dog_rates/status/724049859469295616/photo/1,10,10,Kreggory,None,None,None,None
1159,724046343203856385,2016-04-24,"This is Sarge. Not even he knows what his tongue is doing, but it's pretty damn spectacular. 10/10 ",https://twitter.com/dog_rates/status/724046343203856385/photo/1,10,10,Sarge,None,None,None,None
1160,724004602748780546,2016-04-23,This is Luther. He saw a ghost. Spooked af. 11/10 hang in there pupper ,"https://twitter.com/dog_rates/status/724004602748780546/photo/1,https://twitter.com/dog_rates/status/724004602748780546/photo/1,https://twitter.com/dog_rates/status/724004602748780546/photo/1",11,10,Luther,None,None,pupper,None
1161,723912936180330496,2016-04-23,This is Sugar. She's a Bolivian Superfloof. Spherical af. 12/10 would never let go of ,https://twitter.com/dog_rates/status/723912936180330496/photo/1,12,10,Sugar,None,None,None,None
1162,723688335806480385,2016-04-23,This is Reginald. He starts screaming at random. 12/10 cuddly af ,"https://twitter.com/dog_rates/status/723688335806480385/photo/1,https://twitter.com/dog_rates/status/723688335806480385/photo/1",12,10,Reginald,None,None,None,None
1163,723673163800948736,2016-04-23,This is Ivar. She is a badass Viking warrior. Will sack your village. 10/10 savage af ,https://twitter.com/dog_rates/status/723673163800948736/photo/1,10,10,Ivar,None,None,None,None
1164,723179728551723008,2016-04-21,This is Jangle. She's addicted to broccoli. It's the only thing she cares about. Tragic af. 8/10 get help pup ,https://twitter.com/dog_rates/status/723179728551723008/photo/1,8,10,Jangle,None,None,None,None
1166,722613351520608256,2016-04-20,Meet Schnitzel. He's a Tropicana Floofboop. Getting too big for his favorite basket. 12/10 just so damn fluffy ,https://twitter.com/dog_rates/status/722613351520608256/photo/1,12,10,Schnitzel,None,None,None,None
1167,721503162398597120,2016-04-17,This is Panda. He's happy af. 11/10 ,"https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1",11,10,Panda,None,None,None,None
1168,721001180231503872,2016-04-15,This is Oliver. Bath time is upon him. His fear of the wetness postpones his ultimate pupper destiny. 11/10 ,https://twitter.com/dog_rates/status/721001180231503872/photo/1,11,10,Oliver,None,None,pupper,None
1169,720785406564900865,2016-04-15,This is Archie. He hears everything you say. Doesn't matter where you are. 12/10 ,https://twitter.com/dog_rates/status/720785406564900865/photo/1,12,10,Archie,None,None,None,None
1170,720775346191278080,2016-04-15,This is Berkeley. He's in a predicament. 10/10 someone help him ,https://twitter.com/dog_rates/status/720775346191278080/photo/1,10,10,Berkeley,None,None,None,None
1172,720389942216527872,2016-04-13,This is Ralphé. He patrols the lake. Looking for babes. 11/10 ,https://twitter.com/dog_rates/status/720389942216527872/photo/1,11,10,Ralphé,None,None,None,None
1173,720340705894408192,2016-04-13,This is Derek. He just got balled on. Can't even get up. Poor thing. 10/10 hang in there pupper ,https://twitter.com/dog_rates/status/720340705894408192/photo/1,10,10,Derek,None,None,pupper,None
1174,720059472081784833,2016-04-13,This is Charleson. He lost his plunger. Looked everywhere. Can't find it. So sad. 9/10 would comfort ,https://twitter.com/dog_rates/status/720059472081784833/photo/1,9,10,Charleson,None,None,None,None
1175,720043174954147842,2016-04-13,This is Neptune. He's a Snowy Swiss Mountain Floofapolis. Cheeky wink. Tongue nifty af. 11/10 would pet so firmly ,https://twitter.com/dog_rates/status/720043174954147842/photo/1,11,10,Neptune,None,None,None,None
1177,719704490224398336,2016-04-12,This is Clyde. He's making sure you're having a good train ride. 12/10 great pupper ,https://twitter.com/dog_rates/status/719704490224398336/photo/1,12,10,Clyde,None,None,pupper,None
1178,719551379208073216,2016-04-11,This is Harnold. He accidentally opened the front facing camera. 10/10 get it together Harnold ,https://twitter.com/dog_rates/status/719551379208073216/photo/1,10,10,Harnold,None,None,None,None
1179,719367763014393856,2016-04-11,Meet Sid &amp; Murphy. Murphy floats alongside Sid and whispers motivational quotes in his ear. Magical af. Both 11/10 ,https://twitter.com/dog_rates/status/719367763014393856/photo/1,11,10,Sid,None,None,None,None
1180,719339463458033665,2016-04-11,Say hello to Lucy and Sophie. They think they're the same size. Both 10/10 would snug at same time ,https://twitter.com/dog_rates/status/719339463458033665/photo/1,10,10,Lucy,None,None,None,None
1181,719332531645071360,2016-04-11,This is Pippa. She managed to start the car but is waiting for you to buckle up before driving. Responsible af 11/10 ,https://twitter.com/dog_rates/status/719332531645071360/photo/1,11,10,Pippa,None,None,None,None
1182,718971898235854848,2016-04-10,This is Sadie. She is prepared for battle. 10/10 ,https://twitter.com/dog_rates/status/718971898235854848/photo/1,10,10,Sadie,None,None,None,None
1183,718939241951195136,2016-04-09,This is Otis. Everybody look at Otis. 12/10 would probably faint while petting ,https://twitter.com/dog_rates/status/718939241951195136/photo/1,12,10,Otis,None,None,None,None
1185,718613305783398402,2016-04-09,This is Carper. He's a Tortellini Angiosperm. In desperate need of a petting. 11/10 would hug softly ,https://twitter.com/dog_rates/status/718613305783398402/photo/1,11,10,Carper,None,None,None,None
1187,718460005985447936,2016-04-08,Meet Bowie. He's listening for underground squirrels. Smart af. Left eye is considerably magical. 9/10 would so pet ,https://twitter.com/dog_rates/status/718460005985447936/photo/1,9,10,Bowie,None,None,None,None
1189,718246886998687744,2016-04-08,This is Alexanderson. He's got a weird ass birth mark. Dreadful at fetch. Won't eat kibble. 3/10 wtf @Target ,https://twitter.com/dog_rates/status/718246886998687744/photo/1,3,10,Alexanderson,None,None,None,None
1190,718234618122661888,2016-04-08,This is Suki. She was born with a blurry tail (unfortunate). Next level tongue tho. 11/10 nifty hardwood ,https://twitter.com/dog_rates/status/718234618122661888/photo/1,11,10,Suki,None,None,None,None
1191,717841801130979328,2016-04-06,This is Barclay. His father was a banana. 11/10 appeeling af ,https://twitter.com/dog_rates/status/717841801130979328/photo/1,11,10,Barclay,None,None,None,None
1194,717428917016076293,2016-04-05,This is Skittle. He's trying to communicate. 11/10 solid effort ,https://vine.co/v/iIhEU2lVqxz,11,10,Skittle,None,None,None,None
1195,717421804990701568,2016-04-05,This is Ebby. She's a Zimbabwean Feta. Embarrassed by ridiculously squishy face. 9/10 would squeeze softly ,"https://twitter.com/dog_rates/status/717421804990701568/photo/1,https://twitter.com/dog_rates/status/717421804990701568/photo/1",9,10,Ebby,None,None,None,None
1196,717047459982213120,2016-04-04,This is Flávio (pronounced Baxter). He's a Benesnoop Cumberdog. Super rare. Symmetrical. 12/10 would pet so well ,https://twitter.com/dog_rates/status/717047459982213120/photo/1,12,10,Flávio,None,None,None,None
1197,717009362452090881,2016-04-04,This is Smokey. He's having some sort of existential crisis. 10/10 hang in there pupper ,https://twitter.com/dog_rates/status/717009362452090881/photo/1,10,10,Smokey,None,None,pupper,None
1198,716802964044845056,2016-04-04,This is Link. He struggles with couches. 10/10 would assist ,"https://twitter.com/dog_rates/status/716802964044845056/photo/1,https://twitter.com/dog_rates/status/716802964044845056/photo/1",10,10,Link,None,None,None,None
1199,716791146589110272,2016-04-04,Meet Jennifur. She's supposed to be navigating. Not even buckled up. Insubordinate &amp; churlish. 11/10 would still pet ,https://twitter.com/dog_rates/status/716791146589110272/photo/1,11,10,Jennifur,None,None,None,None
1201,716447146686459905,2016-04-03,This is Ozzy. He's acrobatic af. Legendary pupper status achieved. 13/10 ,https://vine.co/v/eMmXVPn5eQK,13,10,Ozzy,None,None,pupper,None
1203,716285507865542656,2016-04-02,This is Stephanus. She stays woke. 12/10 ,"https://twitter.com/dog_rates/status/716285507865542656/photo/1,https://twitter.com/dog_rates/status/716285507865542656/photo/1",12,10,Stephanus,None,None,None,None
1205,715928423106027520,2016-04-01,This is Bubbles. He's a Yorkshire Piccolope. 11/10 would snug aggressively ,https://twitter.com/dog_rates/status/715928423106027520/photo/1,11,10,Bubbles,None,None,None,None
1208,715704790270025728,2016-04-01,This is Bentley. He gives kisses back. 11/10 precious af (vid by @emmaallen25) ,https://vine.co/v/ijAlDnuOD0l,11,10,Bentley,None,None,None,None
1209,715696743237730304,2016-04-01,Meet Toby. He's a Lithuanian High-Steppin Stickeroo. One of the more accomplished Stickeroos around. 10/10 so nifty ,https://twitter.com/dog_rates/status/715696743237730304/photo/1,10,10,Toby,None,None,None,None
1210,715680795826982913,2016-03-31,This is Zeus. He's downright fabulous. 12/10 ,"https://twitter.com/dog_rates/status/715680795826982913/photo/1,https://twitter.com/dog_rates/status/715680795826982913/photo/1,https://twitter.com/dog_rates/status/715680795826982913/photo/1",12,10,Zeus,None,None,None,None
1211,715360349751484417,2016-03-31,This is Bertson. He just wants to say hi. 11/10 would boop nose ,https://twitter.com/dog_rates/status/715360349751484417/photo/1,11,10,Bertson,None,None,None,None
1212,715342466308784130,2016-03-31,This is Oscar. He's a world renowned snowball inspector. It's a ruff job but someone has to do it. 10/10 great guy ,"https://twitter.com/dog_rates/status/715342466308784130/photo/1,https://twitter.com/dog_rates/status/715342466308784130/photo/1",10,10,Oscar,None,None,None,None
1213,715220193576927233,2016-03-30,This is Nico. His selfie game is strong af. Excellent use of a sneaky tongue slip. 10/10 star material ,https://twitter.com/dog_rates/status/715220193576927233/photo/1,10,10,Nico,None,None,None,None
1214,715200624753819648,2016-03-30,This is Michelangelope. He's half coffee cup. Rare af. 12/10 would hug until someone stopped me ,https://twitter.com/dog_rates/status/715200624753819648/photo/1,12,10,Michelangelope,None,None,None,None
1215,715009755312439296,2016-03-30,This is Siba. She's remarkably mobile. Very sleepy as well. 12/10 would happily transport ,https://twitter.com/dog_rates/status/715009755312439296/photo/1,12,10,Siba,None,None,None,None
1216,714982300363173890,2016-03-30,This is Calbert. He forgot to clear his Google search history. 9/10 rookie mistake Calbert ,https://twitter.com/dog_rates/status/714982300363173890/photo/1,9,10,Calbert,None,None,None,None
1218,714957620017307648,2016-03-29,This is Curtis. He's an Albino Haberdasher. Terrified of dandelions. They really spook him up. 10/10 it'll be ok pup ,https://twitter.com/dog_rates/status/714957620017307648/photo/1,10,10,Curtis,None,None,None,None
1219,714631576617938945,2016-03-29,This is Benedict. He's a feisty pup. Needs a brushing. Portable af. Looks very angry actually. 4/10 might not pet ,https://twitter.com/dog_rates/status/714631576617938945/photo/1,4,10,Benedict,None,None,None,None
1221,714485234495041536,2016-03-28,This is Blitz. He screams. 10/10 (vid by @yeaahliv) ,https://vine.co/v/iDrOvVqq0A6,10,10,Blitz,None,None,None,None
1222,714258258790387713,2016-03-28,"Meet Travis and Flurp. Travis is pretty chill but Flurp can't lie down properly. 10/10 &amp; 8/10
get it together Flurp ",https://twitter.com/dog_rates/status/714258258790387713/photo/1,10,10,Travis,None,None,None,None
1223,714251586676113411,2016-03-28,This is Thumas. He hates potted plants. 8/10 wtf Thumas ,"https://twitter.com/dog_rates/status/714251586676113411/photo/1,https://twitter.com/dog_rates/status/714251586676113411/photo/1",8,10,Thumas,None,None,None,None
1226,713919462244790272,2016-03-27,This is Kanu. He's a Freckled Ticonderoga. Simply flawless. 12/10 would perform an elaborate heist to capture ,https://twitter.com/dog_rates/status/713919462244790272/photo/1,12,10,Kanu,None,None,None,None
1227,713909862279876608,2016-03-27,This is Doug. His nose is legendary af. 12/10 (vid by @probably_trey) ,https://vine.co/v/iDWlapaXWmm,12,10,Doug,None,None,None,None
1229,713761197720473600,2016-03-26,This is Piper. She would really like that tennis ball core. Super sneaky tongue slip. 12/10 precious af ,"https://twitter.com/dog_rates/status/713761197720473600/photo/1,https://twitter.com/dog_rates/status/713761197720473600/photo/1",12,10,Piper,None,None,None,None
1231,713177543487135744,2016-03-25,This is Lance. Lance doesn't give a shit. 10/10 we should all be more like Lance ,https://twitter.com/dog_rates/status/713177543487135744/photo/1,10,10,Lance,None,None,None,None
1232,713175907180089344,2016-03-25,Say hello to Opie and Clarkus. Clarkus fell asleep so Opie buried him. Ruthless af 10/10 for both ,https://twitter.com/dog_rates/status/713175907180089344/photo/1,10,10,Opie,None,None,None,None
1233,712809025985978368,2016-03-24,This is Stubert. He just arrived. 10/10 ,https://twitter.com/dog_rates/status/712809025985978368/photo/1,10,10,Stubert,None,None,None,None
1235,712668654853337088,2016-03-23,Say hello to Sunny and Roxy. They pull things out of water together. 10/10 for both ,"https://twitter.com/dog_rates/status/712668654853337088/photo/1,https://twitter.com/dog_rates/status/712668654853337088/photo/1,https://twitter.com/dog_rates/status/712668654853337088/photo/1",10,10,Sunny,None,None,None,None
1236,712438159032893441,2016-03-23,This is Kane. He's a semi-submerged Haitian Huffleplop. Happy af. Sick waterfall. 11/10 would pat head approvingly ,https://twitter.com/dog_rates/status/712438159032893441/photo/1,11,10,Kane,None,None,None,None
1239,712092745624633345,2016-03-22,This is Steven. He's inverted af. Also very helpful. Scans anything you want for free. Takes him a while tho. 7/10 ,https://twitter.com/dog_rates/status/712092745624633345/photo/1,7,10,Steven,None,None,None,None
1240,712085617388212225,2016-03-22,"Say hello to Olive and Ruby. They are best buddies. Both 11/10 
1 like = 1 buddy ","https://twitter.com/dog_rates/status/712085617388212225/photo/1,https://twitter.com/dog_rates/status/712085617388212225/photo/1,https://twitter.com/dog_rates/status/712085617388212225/photo/1",11,10,Olive,None,None,None,None
1241,712065007010385924,2016-03-21,This is Chester. He's clearly in charge of the other dogs. Weird ass paws. Not fit for fetch. 6/10 would still pet ,https://twitter.com/dog_rates/status/712065007010385924/photo/1,6,10,Chester,None,None,None,None
1243,711968124745228288,2016-03-21,Meet Winston. He's trapped in a cup of coffee. Poor pupper. 10/10 someone free him ,https://twitter.com/dog_rates/status/711968124745228288/photo/1,10,10,Winston,None,None,pupper,None
1244,711743778164514816,2016-03-21,Meet Roosevelt. He's calculating the best case scenario if he drops out instead of doing math hw. 11/10 relatable af ,https://twitter.com/dog_rates/status/711743778164514816/photo/1,11,10,Roosevelt,None,None,None,None
1247,711652651650457602,2016-03-20,This is Gary. He just wanted to say hi. 9/10 very personable pup ,https://twitter.com/dog_rates/status/711652651650457602/photo/1,9,10,Gary,None,None,None,None
1250,711008018775851008,2016-03-19,This is Chuckles. He had a balloon but he accidentally let go of it and it floated away. 11/10 hang in there pupper ,https://twitter.com/dog_rates/status/711008018775851008/photo/1,11,10,Chuckles,None,None,pupper,None
1251,710997087345876993,2016-03-19,Meet Milo and Amos. They are the best of pals. Both 12/10 would pet at the same time ,https://twitter.com/dog_rates/status/710997087345876993/photo/1,12,10,Milo,None,None,None,None
1252,710844581445812225,2016-03-18,This is Staniel. His selfie game is strong af. 10/10 I'd snapchat with Staniel ,https://twitter.com/dog_rates/status/710844581445812225/photo/1,10,10,Staniel,None,None,None,None
1253,710833117892898816,2016-03-18,Say hello to Sora. She's an Egyptian Pumpernickel. Mesmerizing af. 12/10 would bring home to mom ,https://twitter.com/dog_rates/status/710833117892898816/photo/1,12,10,Sora,None,None,None,None
1256,710588934686908417,2016-03-17,This is Beemo. He's a Chubberflop mix. 12/10 would cross the world for ,"https://twitter.com/dog_rates/status/710588934686908417/photo/1,https://twitter.com/dog_rates/status/710588934686908417/photo/1,https://twitter.com/dog_rates/status/710588934686908417/photo/1,https://twitter.com/dog_rates/status/710588934686908417/photo/1",12,10,Beemo,None,None,None,None
1257,710296729921429505,2016-03-17,This is Oshie. 12/10 please enjoy (vid by @catherinec1389) ,https://vine.co/v/iw9hUFAMerV,12,10,Oshie,None,None,None,None
1258,710283270106132480,2016-03-17,This is Gunner. He's a Figamus Newton. King of the peek-a-boo. Cool jeans. 11/10 ,"https://twitter.com/dog_rates/status/710283270106132480/photo/1,https://twitter.com/dog_rates/status/710283270106132480/photo/1",11,10,Gunner,None,None,None,None
1261,710153181850935296,2016-03-16,This is Lacy. She's tipping her hat to you. Daydreams of her life back on the frontier. 11/10 would pet so well ,"https://twitter.com/dog_rates/status/710153181850935296/photo/1,https://twitter.com/dog_rates/status/710153181850935296/photo/1",11,10,Lacy,None,None,None,None
1262,710140971284037632,2016-03-16,This is Tater. His underbite is fierce af. Doesn't give a damn about your engagement photo. 8/10 ,https://twitter.com/dog_rates/status/710140971284037632/photo/1,8,10,Tater,None,None,None,None
1264,709918798883774466,2016-03-16,Meet Watson. He's a Suzuki Tickleboop. Leader of a notorious biker gang. Only one ear functional. 12/10 snuggable af ,"https://twitter.com/dog_rates/status/709918798883774466/photo/1,https://twitter.com/dog_rates/status/709918798883774466/photo/1",12,10,Watson,None,None,None,None
1267,709566166965075968,2016-03-15,This is Olaf. He's gotta be rare. Seems sturdy. Tail is floofy af. 12/10 would do whatever it takes to pet ,https://twitter.com/dog_rates/status/709566166965075968/photo/1,12,10,Olaf,None,None,None,None
1268,709556954897764353,2016-03-15,This is Cecil. She's a Gigglefloof Poofer. Outdoorsy af. One with nature. 12/10 would strategically capture ,"https://twitter.com/dog_rates/status/709556954897764353/photo/1,https://twitter.com/dog_rates/status/709556954897764353/photo/1,https://twitter.com/dog_rates/status/709556954897764353/photo/1",12,10,Cecil,None,None,None,None
1269,709519240576036864,2016-03-14,This is Vince. He's a Gregorian Flapjeck. White spot on legs almost looks like another dog (whoa). 9/10 rad as hell ,https://twitter.com/dog_rates/status/709519240576036864/photo/1,9,10,Vince,None,None,None,None
1270,709449600415961088,2016-03-14,Meet Karma. She's just a head. Lost body during the Second Punic War (unfortunate). Loves to travel 10/10 petable af ,"https://twitter.com/dog_rates/status/709449600415961088/photo/1,https://twitter.com/dog_rates/status/709449600415961088/photo/1",10,10,Karma,None,None,None,None
